file,status,inbound_references,referenced_by_app,stub_score,loc
marketplace/follow_up_engine.py,ACTIVE_REAL,1,False,0,74
marketplace/lead_scorer.py,DEAD,0,False,0,53
marketplace/pricing_engine.py,DEAD,0,False,0,60
marketplace/proposal_generator.py,DEAD,0,False,0,70
marketplace/roof_analyzer.py,DEAD,0,False,0,40
marketplace/usage_metering.py,DEAD,0,False,0,81
master_knowledge_base.py,ACTIVE_REAL,1,False,2,1631
mcp_integration.py,ACTIVE_REAL,26,False,2,1779
mcp_server.py,ACTIVE_REAL,1,False,2,1542
memory/__init__.py,DEAD,0,False,0,0
memory/codebase_graph.py,ACTIVE_REAL,1,False,0,166
memory_coordination_system.py,ACTIVE_REAL,15,False,0,1253
memory_enforcement.py,ACTIVE_REAL,4,False,2,731
memory_hygiene.py,ACTIVE_REAL,3,False,0,420
memory_system.py,ACTIVE_REAL,3,False,0,331
meta_critic_scoring.py,ACTIVE_REAL,1,False,0,719
meta_intelligence.py,ACTIVE_REAL,1,True,0,1969
models/__init__.py,DEAD,0,False,0,10
models/agent.py,ACTIVE_REAL,3,True,0,111
multi_ai_content_orchestrator.py,ACTIVE_REAL,1,True,0,1223
multi_model_consensus.py,ACTIVE_REAL,1,False,0,1618
nerve_center.py,ACTIVE_REAL,2,True,0,561
neural_core.py,ACTIVE_REAL,10,True,0,1160
notebook_lm_plus.py,ACTIVE_REAL,2,True,0,1079
notification_system.py,ACTIVE_REAL,1,False,0,165
observability.py,ACTIVE_REAL,1,True,0,180
optimization/__init__.py,DEAD,0,False,0,0
optimization/prompt_compiler.py,ACTIVE_REAL,3,False,0,235
optimization/revenue_prompt_compile_queue.py,ACTIVE_REAL,3,False,1,98
optimization/revenue_prompt_optimizer.py,ACTIVE_REAL,12,False,0,248
optimization/revenue_training_data.py,ACTIVE_REAL,2,False,0,407
outreach_campaigns.py,ACTIVE_REAL,4,False,0,453
outreach_engine.py,ACTIVE_REAL,6,False,2,1717
outreach_executor.py,ACTIVE_REAL,2,False,0,333
payment_capture.py,ACTIVE_REAL,3,False,0,1147
performance_optimization_layer.py,ACTIVE_REAL,2,False,0,1027
permanent_observability_daemon.py,ACTIVE_REAL,8,True,0,741
pipeline_state_machine.py,ACTIVE_REAL,10,False,0,592
platform_cross_sell.py,ACTIVE_REAL,1,False,2,385
predictive_analytics_engine.py,ACTIVE_REAL,2,False,0,1666
